pid,artist,location,label,medium,_date,object_type,current_location,description,curatorial_notes,source,order,layout,collection,thumbnail,full,manifest
obj87,,,Iroquoia 1779,photo,6/11/06,photo,,"Then, Sullivan/Clinton was a scorched earth campaign that smoked the Finger Lakes. Today, Global Warming is scorching the earth. Mother Earth summons us. (Photo- McCarthy)","Traditionally, the Haudenosaunee decide on actions taken today by their impact in seven generations. Humanity's survival depends on our embrace of their values...",,87,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj87/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj87/full/full/0/default.jpg,/img/derivatives/iiif/obj87/manifest.json
obj88,,,Scorched Earth,photo,6/11/06,photo,,"Earth at the Western Door: the former Seneca capital Little Beard's Town, near Geneseo, NY. Burned by S/C in September 1779, the land was ruined by the Retsof Salt Mine collapse of 1994. Seeping meth- ane has imperiled the water table. And a new mine that threatened ancestral graves still dusts the fields.","Traditionally, the Haudenosaunee decide on actions taken today by their impact in seven generations. Humanity's survival depends on our embrace of their values...",,88,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj88/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj88/full/full/0/default.jpg,/img/derivatives/iiif/obj88/manifest.json
obj89,,,Sacred & Imperiled,photo,6/11/06,photo,,"Lake Onondaga is the birthplace of the Hau- denosaunee Confeder- acy under the Peace- maker. It's contamina- ted, sits atop a sea of mercury, and stands at the cutting edge of to- day's struggle to re- store the environment and protect our health.","Traditionally, the Haudenosaunee decide on actions taken today by their impact in seven generations. Humanity's survival depends on our embrace of their values...",,89,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj89/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj89/full/full/0/default.jpg,/img/derivatives/iiif/obj89/manifest.json
obj9,Ousmane Sow,online, Corps a corps au couteau,"Composite of straw, plastic, soil, and fabric bound by a proprietary weatherproof coating",1999,composite,,"In the courtyard of his house, Ousmane Sow produced The Battle of Little Big Horn, a series of 35 epic pieces. These were first exhibited in Dakar in January of 1999 and later that year in an outdoor Paris exhibition on the Pont des Arts. It featured all of his series of sculptures and was seen by over 3 million visitors. In July-October of 2003, some of these LBH sculptures were shown in New York City at the Whitney Museum, as part of a major exhbition called ""The American Effect."" ",,http://www.ousmanesow.com,9,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj9/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj9/full/full/0/default.jpg,/img/derivatives/iiif/obj9/manifest.json
obj90,,,Stewardship Now,photo,6/11/06,photo,,"An Onondaga chief, Brad Powless, gazes on toxic Onondaga Lake. A legal action affirms his nation's stewardship over the health of its traditional lands and urges much faster and responsible cleanup of the entire area's 70 superfund sites.","Traditionally, the Haudenosaunee decide on actions taken today by their impact in seven generations. Humanity's survival depends on our embrace of their values...",,90,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj90/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj90/full/full/0/default.jpg,/img/derivatives/iiif/obj90/manifest.json
obj91,,,NOLA 2005,photo,6/11/06,photo,,"Since Hurricane Katrina's first day, NOLA's uprooted long-term residents were termed refugees. Iroquoia 1779 & NOLA 2005 share other com- monalities - like Lake Onondaga's mount- ing toxic crisis. Katrina hit on August 29; in 1779, that day saw the battle of Newtown, as Iroquoia was invaded by S/C.","Traditionally, the Haudenosaunee decide on actions taken today by their impact in seven generations. Humanity's survival depends on our embrace of their values...",,91,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj91/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj91/full/full/0/default.jpg,/img/derivatives/iiif/obj91/manifest.json
obj92,,,As long as the Rivers flow,photo,6/11/06,photo,,"They continue to flow at NY's Ganondagan State Historic Site, restored as a center and seed-bed of traditional Haudenosau- nee culture, values and vision. (Photo by Geoff Harding)","Traditionally, the Haudenosaunee decide on actions taken today by their impact in seven generations. Humanity's survival depends on our embrace of their values...",,92,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj92/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj92/full/full/0/default.jpg,/img/derivatives/iiif/obj92/manifest.json
obj93,,,"Trailblazer, East",photo,6/8/06,photo,,"In 1774, Silas Deane backed annexing nor- thern PA to Litchfield County, CT, as the Town of Westmoreland. CT's projecting its ""western claim"" - through Hart- ford's Susquehanna Co. - was proof of ""the Glory of this New World.""","The pretext and 1/2 of the build-up, march and launch of Sullivan/Clinton all happened in Pennsylvania.",,93,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj93/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj93/full/full/0/default.jpg,/img/derivatives/iiif/obj93/manifest.json
obj94,,,War Memorial,photo,6/8/06,photo,,"War Memorial Monument to the more than 400 Yankee soldiers and settlers slain in the July, 1778 attack on Wyoming Valley by Tory and Indian forces under John Butler and Sayenqueraghta.","The pretext and 1/2 of the build-up, march and launch of Sullivan/Clinton all happened in Pennsylvania.",,94,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj94/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj94/full/full/0/default.jpg,/img/derivatives/iiif/obj94/manifest.json
obj95,,,Tioga (Turning) Point,photo,6/8/06,photo,,"Tioga (Turning) Point The Indian villages of Teoga and its neighbor Queen Esther's Town (the ""Southern Door""), were burned in revenge for Wyoming by the Hartley Expedition (1778). It became the meeting place (1779) of Sullivan & Clinton's armies and launching pad against Iroquoia.","The pretext and 1/2 of the build-up, march and launch of Sullivan/Clinton all happened in Pennsylvania.",,95,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj95/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj95/full/full/0/default.jpg,/img/derivatives/iiif/obj95/manifest.json
obj96,,,Susquehanna Banks,photo,6/8/06,photo,,"The river runs through and links NY and PA regions traversed by S/C. This island, near the Wyoming Battlesite, is deemed the birthplace of Hiawatha, the great Iroquois peace bringer.","The pretext and 1/2 of the build-up, march and launch of Sullivan/Clinton all happened in Pennsylvania.",,96,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj96/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj96/full/full/0/default.jpg,/img/derivatives/iiif/obj96/manifest.json
obj97,,,Over Ancestral Bones,photo,6/8/06,photo,,"Plaque at the Wyoming Monument commemo- rates the Yankee fallen, 80 of whose remains lie beneath, and are memo- rialized every July 4th, Independence Day.","The pretext and 1/2 of the build-up, march and launch of Sullivan/Clinton all happened in Pennsylvania.",,97,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj97/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj97/full/full/0/default.jpg,/img/derivatives/iiif/obj97/manifest.json
obj98,,,Wyoming!,photo,6/8/06,photo,,"Avenging the July, 1778 blood shed in the Wyoming Valley became the main rallying point, across the rebelling colonies, for launching the Sulli- van-Clinton Campaign.","The pretext and 1/2 of the build-up, march and launch of Sullivan/Clinton all happened in Pennsylvania.",,98,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj98/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj98/full/full/0/default.jpg,/img/derivatives/iiif/obj98/manifest.json
obj99,,,Marking Wyoming,photo,6/8/06,photo,,Wyoming's stature in the American Revolu- tion is reflected by the battle being registered as a National Historic Site.,"The pretext and 1/2 of the build-up, march and launch of Sullivan/Clinton all happened in Pennsylvania.",,99,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj99/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj99/full/full/0/default.jpg,/img/derivatives/iiif/obj99/manifest.json
